Concentración ingrediente activo (%),ID_Articulo,Tipo_Articulo,Tienda_Local,Año_Establecimiento,ID_Tienda,Ubicación_Tienda,Tamaño_Tienda,Tipo_Tienda,Visibilidad_Articulo,Peso_articulo,Ventas,Calificacion,Nombre_Producto,Precio_soles
4.94,FDX56620,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03589752,100,262,1.9,aceite de almendras 100 ml,40
2.63,FDX87373,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07474734,10,223,1.8,óleo aromático de palo santo 10 ml,20
4.34,FDX38259,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07535351,20,274,3.0,bálsamo amazónico de noche 20 g,20
1.71,FDX32917,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07274085,330,403,1.5,kombucha de jamaica 330 ml,7
0.55,FDX49113,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06594459,28,498,3.9,pulsera de palo santo,15
4.03,FDX77647,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08064836,10,71,4.3,óleo aromático de muña 10 ml,15
1.55,FDX22031,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02672222,10,364,2.3,óleo aromático de árbol del te 10 ml,20
2.73,FDX77295,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01297318,3,248,2.1,3 piezas de madera de palo santo,8
0.77,FDX54438,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01998121,1,94,2.1,kombucha de jamaica 1 L,14
3.19,FDX31426,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.0820152,120,461,4.1,jabón de sangre de grado 120 g,13
4.24,FDX96309,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05641317,120,381,4.8,jabón de lavanda 120 g,13
2.15,FDX23683,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06773435,90,319,1.9,jabón saponificado de manzanilla 90 g,13
1.55,FDX16156,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09164076,50,177,1.6,agua de rosas 50 ml,15
1.84,FDX83457,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01919821,120,318,2.1,jabón de arcilla verde 120 g,13
4.75,FDX11740,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01745317,10,329,2.7,óleo aromático de lavanda 10 ml,20
0.78,FDX70853,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02017387,330,337,3.0,kombucha de maracuyá 330 ml,7
4.26,FDX36615,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03111555,1,236,2.6,kombucha de jamaica 1 L,14
0.77,FDX89975,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07881886,10,86,3.2,aceite de copaiba 10 ml,12
1.51,FDX40613,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06148097,330,72,3.1,kéfir de agua de manzana 330 ml,7
4.38,FDX13566,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01438403,14,428,1.7,mascarilla de carbón activado 14 g,10
2.27,FDX28773,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07083951,330,396,3.7,kéfir de agua de manzana 330 ml,7
3.18,FDX39712,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0122519,90,190,4.9,jabón saponificado de manzanilla 90 g,13
4.35,FDX68462,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02282147,10,81,4.4,aceite de copaiba 10 ml,12
4.76,FDX24129,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08107703,120,293,2.4,jabón de caléndula 120 g,13
3.55,FDX89128,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05241618,10,110,1.7,óleo aromático de palo santo 10 ml,20
1.84,FDX74439,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02931477,10,141,1.0,óleo aromático de molle 10 ml,15
4.39,FDX68882,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07694758,30,100,2.0,aceite de manzanilla 30 ml,30
2.15,FDX51746,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01430683,10,192,1.2,óleo aromático de muña 10 ml,15
2.49,FDX94956,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06279737,120,387,4.5,jabón de arcilla verde 120 g,13
4.94,FDX89278,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0241492,120,153,4.6,jabón de arcilla verde 120 g,13
1.96,FDX97944,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0490504,10,335,4.8,óleo aromático de molle 10 ml,15
2.63,FDX81898,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06025606,330,442,4.1,kombucha de jamaica 330 ml,7
4.37,FDX14350,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02328522,50,65,2.8,tónico egipcio 50 ml,20
4.19,FDX83856,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06770847,120,145,1.4,jabón de copaiba y árbol del te 120 g,13
4.83,FDX15523,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05007744,30,212,1.7,aceite de aguaje 30 ml,30
3.73,FDX51730,otros,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07831979,75,199,4.1,repelente de hierba luisa 75 ml,16
0.6,FDX73859,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06973113,50,459,1.3,agua de rosas 50 ml,15
4.17,FDX18212,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03698778,330,379,2.9,kéfir de agua de manzana 330 ml,7
2.19,FDX35089,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07221908,120,40,1.1,jabón de arcilla verde 120 g,13
3.47,FDX44587,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05870409,14,18,2.9,mascarilla de carbón activado 14 g,10
1.29,FDX39428,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07004629,10,139,3.5,óleo aromático de hierba luisa 10 ml,15
1.47,FDX70157,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07556841,120,251,4.1,jabón de caléndula 120 g,13
1.51,FDX12179,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0547523,1,33,4.6,kombucha de muña 1 L,14
1.07,FDX82619,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09517205,10,65,3.1,óleo aromático de menta piperita 10 ml,20
4.3,FDX82778,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08802483,100,264,3.3,aceite de almendras 100 ml,40
3.5,FDX63797,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08610206,1,137,3.9,kéfir de agua de manzana 1 L,14
0.72,FDX57141,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09382251,10,429,1.7,óleo aromático de eucalipto 10 ml,15
3.62,FDX28288,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05967424,120,449,4.5,jabón de lavanda 120 g,13
1.8,FDX97191,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03883569,1,342,1.9,kéfir de agua de manzana 1 L,14
3.36,FDX41972,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05705526,30,298,1.6,aceite de manzanilla 30 ml,30
0.52,FDX71930,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02761589,120,405,3.5,jabón de arcilla verde 120 g,13
1.34,FDX59736,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06461403,10,337,4.2,óleo aromático de eucalipto 10 ml,15
0.59,FDX82135,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07163399,10,150,1.6,óleo aromático de naranja dulce 10 ml,15
4.04,FDX13970,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.0376344,10,470,2.4,óleo aromático de hierba luisa 10 ml,15
1.51,FDX31279,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05451644,10,395,4.2,aceite de copaiba 10 ml,12
0.91,FDX23715,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03440438,10,146,2.8,óleo aromático de romero 10 ml,15
2.84,FDX63664,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08069662,50,291,2.4,tónico de romero 50 ml,15
3.18,FDX64879,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01329178,50,56,4.0,tónico de romero 50 ml,15
2.72,FDX74739,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02415867,50,309,2.4,agua de rosas 50 ml,15
3.55,FDX97642,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09394307,1,474,2.9,kombucha de kión con espirulina 1 L,14
4.42,FDX39897,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08285287,1,29,3.6,kombucha de kión con espirulina 1 L,14
3.99,FDX46441,cabello,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02214247,50,465,5.0,shampoo sólido de sangre de grado 50 g,28
3.22,FDX95424,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04287011,90,472,1.0,jabón saponificado de eucalipto 90 g,13
3.19,FDX26238,cabello,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02183555,50,115,3.0,shampoo sólido de sangre de grado 50 g,28
4.33,FDX43549,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09409694,330,414,4.1,kombucha de jamaica 330 ml,7
4.01,FDX32902,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06015546,90,399,2.3,jabón saponificado de manzanilla 90 g,13
0.97,FDX33118,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06534099,30,0,4.1,aceite de almendras 30 ml,20
2.8,FDX97158,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06637389,25,23,4.0,exfoliante de rostro con arroz amazónico 25 g,12
0.62,FDX42054,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04208372,30,274,3.4,aceite de jojoba 30 ml,20
2.11,FDX66215,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02652242,20,261,4.9,bálsamo amazónico de noche 20 g,20
2.53,FDX16420,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0930411,14,164,2.3,mascarilla de carbón activado 14 g,10
2.81,FDX12100,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05889348,10,85,4.3,óleo aromático de naranja dulce 10 ml,15
4.95,FDX99563,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03030534,10,432,4.4,aceite de copaiba 10 ml,12
3.42,FDX61233,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01683919,50,455,3.2,tónico de romero 50 ml,15
2.09,FDX48108,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02851455,120,98,3.8,jabón de copaiba y árbol del te 120 g,13
1.22,FDX16157,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04697566,10,150,1.4,aceite de copaiba 10 ml,12
3.63,FDX97112,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0401785,330,49,1.4,kéfir de agua de manzana 330 ml,7
1.48,FDX10969,cabello,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0555007,50,359,1.6,shampoo sólido de sangre de grado 50 g,28
4.16,FDX71152,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07711002,20,242,3.0,bálsamo amazónico de noche 20 g,20
4.48,FDX18651,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0238522,120,77,4.7,jabón de arcilla verde 120 g,13
1.82,FDX56828,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04038929,10,445,4.4,óleo aromático de muña 10 ml,15
4.79,FDX82150,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07487287,10,323,4.6,óleo aromático de palo rosa 10 ml,25
0.68,FDX59202,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09630037,10,211,3.7,óleo aromático de molle 10 ml,15
2.74,FDX72861,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06422513,10,13,4.9,óleo aromático de palo rosa 10 ml,25
2.02,FDX13796,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02297731,10,328,3.9,óleo aromático de lavanda 10 ml,20
1.1,FDX58445,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01733152,30,461,3.1,aceite de pepita de uva 30 ml,22
2.49,FDX73628,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02491394,330,31,4.7,kombucha de jamaica 330 ml,7
4.35,FDX61879,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05358822,10,381,2.4,óleo aromático de matico 10 ml,15
2.93,FDX93633,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09428985,50,464,2.9,agua de rosas 50 ml,15
1.29,FDX20820,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.0806022,10,252,2.9,óleo aromático de lavanda 10 ml,20
3.04,FDX80168,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07898819,50,400,1.9,agua de rosas 50 ml,15
4.58,FDX10816,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01572927,120,44,1.9,jabón de caléndula 120 g,13
4.59,FDX86042,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0846961,66,367,2.9,incienso de palo santo,12
4.31,FDX42967,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04206627,30,396,3.7,aceite de manzanilla 30 ml,30
2.36,FDX98992,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0882018,10,61,3.9,óleo aromático de palo rosa 10 ml,25
4.93,FDX13019,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03166721,10,126,4.1,óleo aromático de matico 10 ml,15
3.69,FDX39108,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03206805,330,117,3.2,kéfir de agua de manzana 330 ml,7
2.39,FDX17083,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01886951,30,278,2.6,aceite de pepita de uva 30 ml,22
2.73,FDX52771,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09495921,1,100,2.7,kombucha de muña 1 L,14
0.93,FDX77160,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08071503,10,118,4.0,óleo aromático de árbol del te 10 ml,20
2.46,FDX78011,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01394209,120,403,4.2,jabón de copaiba y árbol del te 120 g,13
1.3,FDX38489,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03687903,30,3,4.6,aceite de almendras 30 ml,20
4.21,FDX80459,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09826777,32,382,1.4,incienso de palo santo,12
4.27,FDX64221,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05360373,10,53,1.8,óleo aromático de molle 10 ml,15
4.84,FDX55100,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04275488,120,293,1.0,jabón de lavanda 120 g,13
0.56,FDX22454,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01764271,1,417,1.2,kombucha de kión con espirulina 1 L,14
2.87,FDX59368,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08530934,14,298,1.3,incienso de palo santo,12
4.47,FDX81107,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08386741,10,473,4.2,óleo aromático de romero 10 ml,15
2.75,FDX49872,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05291431,50,111,3.9,tónico de romero 50 ml,15
3.12,FDX21460,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02422968,14,167,3.9,mascarilla de carbón activado 14 g,10
1.75,FDX78108,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04148616,120,101,1.4,jabón de copaiba y árbol del te 120 g,13
1.19,FDX40182,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09627521,10,98,4.4,óleo aromático de hierba luisa 10 ml,15
2.76,FDX35793,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06818545,330,123,4.3,kéfir de agua de manzana 330 ml,7
1.78,FDX41913,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01229288,10,270,1.9,óleo aromático de árbol del te 10 ml,20
4.68,FDX86088,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.0273153,50,98,1.8,tónico egipcio 50 ml,20
1.23,FDX88663,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02482967,10,209,2.4,óleo aromático de palo santo 10 ml,20
2.4,FDX64818,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03373217,1,309,3.3,kombucha de muña 1 L,14
3.89,FDX22628,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04573009,51,168,3.5,incienso de palo santo,12
1.1,FDX69402,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09292458,50,277,3.1,tónico de romero 50 ml,15
3.23,FDX63478,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09135113,14,137,2.0,mascarilla de carbón activado 14 g,10
4.65,FDX66087,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02422064,10,159,2.3,óleo aromático de naranja dulce 10 ml,15
3.22,FDX15478,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03070111,1,205,1.1,kombucha de maracuyá 1 L,14
2.38,FDX23164,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01088714,10,394,3.7,óleo aromático de naranja dulce 10 ml,15
0.81,FDX47696,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05759401,10,414,4.3,óleo aromático de molle 10 ml,15
2.24,FDX66847,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0820986,120,148,2.9,jabón de lavanda 120 g,13
2.84,FDX49820,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09654123,90,464,3.4,jabón saponificado de eucalipto 90 g,13
0.92,FDX53497,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09960127,10,58,2.3,óleo aromático de palo santo 10 ml,20
4.52,FDX45216,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08581323,10,469,2.2,aceite de copaiba 10 ml,12
4.36,FDX65820,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0976171,10,310,2.2,óleo aromático de palo santo 10 ml,20
2.81,FDX15290,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04022856,10,405,4.0,óleo aromático de muña 10 ml,15
4.23,FDX21480,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09539202,1,220,1.7,kéfir de agua de manzana 1 L,14
4.33,FDX58717,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07072099,10,347,4.7,óleo aromático de molle 10 ml,15
0.77,FDX23787,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08505136,330,312,2.1,kombucha de jamaica 330 ml,7
4.36,FDX36108,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07813717,90,26,1.3,jabón saponificado de manzanilla 90 g,13
0.57,FDX40915,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01885307,10,300,2.5,óleo aromático de molle 10 ml,15
2.08,FDX13356,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02222103,25,385,3.9,exfoliante de rostro con arroz amazónico 25 g,12
2.91,FDX89222,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01221179,30,86,4.9,aceite de manzanilla 30 ml,30
1.23,FDX79193,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03677619,50,272,3.7,tónico egipcio 50 ml,20
1.14,FDX45215,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06635519,1,300,3.0,kombucha de kión con espirulina 1 L,14
4.8,FDX93649,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05659794,120,162,2.6,jabón de lavanda 120 g,13
1.35,FDX58896,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.05256203,10,424,1.1,óleo aromático de menta piperita 10 ml,20
2.44,FDX67314,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08160301,10,53,4.3,óleo aromático de muña 10 ml,15
3.07,FDX49332,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09621153,120,371,4.8,jabón de aguaje 120 g,13
3.86,FDX73501,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05275081,90,109,3.1,jabón saponificado de cacao 90 g,13
4.08,FDX87320,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06627366,10,48,1.3,óleo aromático de hierba luisa 10 ml,15
0.86,FDX16747,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08964577,51,83,1.9,sahumerio de plantas medicinales,10
2.48,FDX86798,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07981055,90,468,3.2,jabón saponificado de cacao 90 g,13
1.84,FDX88899,otros,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09500029,75,141,3.1,repelente de hierba luisa 75 ml,16
4.8,FDX49991,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05266024,90,240,3.2,jabón saponificado de manzanilla 90 g,13
3.08,FDX27358,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02054151,25,349,4.3,exfoliante de rostro con arroz amazónico 25 g,12
3.55,FDX73689,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07262286,10,310,4.3,óleo aromático de menta piperita 10 ml,20
1.25,FDX89584,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09659011,90,164,2.3,jabón saponificado de cacao 90 g,13
3.97,FDX81798,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05424073,10,180,4.3,óleo aromático de eucalipto 10 ml,15
4.57,FDX92150,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08474219,10,2,2.7,óleo aromático de árbol del te 10 ml,20
3.57,FDX64074,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08833873,90,139,2.1,jabón saponificado de manzanilla 90 g,13
1.65,FDX95968,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06113238,330,153,4.9,kéfir de agua de manzana 330 ml,7
3.55,FDX57777,otros,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01168208,75,87,4.7,repelente de hierba luisa 75 ml,16
4.99,FDX18157,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09027936,330,406,2.9,kombucha de maracuyá 330 ml,7
0.95,FDX31965,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08249456,10,375,2.1,aceite de copaiba 10 ml,12
2.47,FDX41194,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02247681,330,16,3.8,kombucha de maracuyá 330 ml,7
2.7,FDX64571,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0444929,90,168,4.4,jabón saponificado de manzanilla 90 g,13
2.81,FDX80507,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07601167,30,289,4.7,aceite de aguaje 30 ml,30
4.8,FDX97377,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02652791,25,160,2.6,exfoliante de rostro con arroz amazónico 25 g,12
